代码,名称,market
sh601010,ST文峰,A
sh601011,宝泰隆,A
sh601012,隆基绿能,A
sh601015,陕西黑猫,A
sh601016,节能风电,A
sh601018,宁波港,A
sh601019,山东出版,A
sh601020,华钰矿业,A
sh601021,春秋航空,A
sh601022,宁波远洋,A
sh601026,道生天合,A
sh601033,永兴股份,A
sh601038,一拖股份,A
sh601058,赛轮轮胎,A
sh601059,信达证券,A
sh601061,中信金属,A
sh601065,江盐集团,A
sh601066,中信建投,A
sh601068,中铝国际,A
sh601069,西部黄金,A
sh601077,渝农商行,A
sh601083,锦江航运,A
sh601086,国芳集团,A
sh601088,中国神华,A
sh601089,福元医药,A
sh601096,宏盛华源,A
sh601098,中南传媒,A
sh601099,太平洋,A
sh601100,恒立液压,A
sh601101,昊华能源,A
sh601106,中国一重,A
sh601107,XD四川成,A
sh601108,财通证券,A
sh601111,中国国航,A
sh601112,振石股份,A
sh601113,华鼎股份,A
sh601116,三江购物,A
sh601117,中国化学,A
sh601118,海南橡胶,A
sh601121,XD宝地矿,A
sh601126,四方股份,A
sh601127,赛力斯,A
sh601128,常熟银行,A
sh601133,柏诚股份,A
sh601136,首创证券,A
sh601137,博威合金,A
sh601138,工业富联,A
sh601139,深圳燃气,A
sh601155,新城控股,A
sh601156,东航物流,A
sh601158,重庆水务,A
sh601162,天风证券,A
sh601163,三角轮胎,A
sh601166,兴业银行,A
sh601168,西部矿业,A
sh601169,北京银行,A
sh601177,杭齿前进,A
sh601179,中国西电,A
sh601186,中国铁建,A
sh601187,厦门银行,A
sh601188,龙江交通,A
sh601198,东兴证券,A
sh601199,江南水务,A
sh601200,上海环境,A
sh601208,东材科技,A
sh601211,国泰海通,A
sh601212,白银有色,A
sh601216,君正集团,A
sh601218,吉鑫科技,A
sh601222,林洋能源,A
sh601225,陕西煤业,A
sh601226,华电科工,A
sh601228,广州港,A
sh601229,上海银行,A
sh601231,XD环旭电,A
sh601233,桐昆股份,A
sh601236,红塔证券,A
sh601238,广汽集团,A
sh601279,英利汽车,A
sh601288,农业银行,A
sh601298,青岛港,A
sh601311,骆驼股份,A
sh601318,中国平安,A
sh601319,中国人保,A
sh601326,秦港股份,A
sh601328,交通银行,A
sh601330,绿色动力,A
sh601333,广深铁路,A
sh601336,新华保险,A
sh601339,百隆东方,A
sh601360,三六零,A
sh601366,利群股份,A
sh601368,绿城水务,A
sh601369,陕鼓动力,A
sh601375,中原证券,A
sh601377,兴业证券,A
sh601388,怡球资源,A
sh601390,中国中铁,A
sh601398,工商银行,A
sh601399,国机重装,A
sh601456,国联民生,A
sh601500,通用股份,A
sh601512,中新集团,A
sh601515,衢州东峰,A
sh601518,吉林高速,A
sh601519,大智慧,A
sh601528,瑞丰银行,A
sh601555,东吴证券,A
sh601566,九牧王,A
sh601567,三星电气,A
sh601568,北元化工,A
sh601577,长沙银行,A
sh601579,会稽山,A
sh601588,北辰实业,A
sh601595,上海电影,A
sh601598,中国外运,A
sh601599,浙文影业,A
sh601600,中国铝业,A
sh601601,中国太保,A
sh601606,长城军工,A
sh601607,上海医药,A
sh601608,中信重工,A
sh601609,金田股份,A
sh601611,中国核建,A
sh601615,明阳智能,A
sh601616,广电电气,A
sh601618,中国中冶,A
sh601619,嘉泽新能,A
sh601628,中国人寿,A
sh601633,长城汽车,A
sh601636,旗滨集团,A
sh601658,邮储银行,A
sh601665,齐鲁银行,A
sh601666,平煤股份,A
sh601668,中国建筑,A
sh601669,中国电建,A
sh601677,明泰铝业,A
sh601678,滨化股份,A
sh601686,友发集团,A
sh601688,华泰证券,A
sh601689,拓普集团,A
sh601696,中银证券,A
sh601698,中国卫通,A
sh601699,潞安环能,A
sh601700,风范股份,A
sh601702,华峰铝业,A
sh601717,中创智领,A
sh601718,ST际华,A
sh601727,上海电气,A
sh601728,中国电信,A
sh601766,中国中车,A
sh601777,千里科技,A
sh601778,晶科科技,A
sh601788,光大证券,A
sh601789,宁波建工,A
sh601798,蓝科高新,A
sh601799,星宇股份,A
sh601800,中国交建,A
sh601801,皖新传媒,A
sh601808,中海油服,A
sh601811,新华文轩,A
sh601816,京沪高铁,A
sh601818,光大银行,A
sh601825,沪农商行,A
sh601827,三峰环境,A
sh601828,美凯龙,A
sh601838,成都银行,A
sh601857,中国石油,A
sh601858,中国科传,A
sh601860,紫金银行,A
sh601865,福莱特,A
sh601866,中远海发,A
sh601868,中国能建,A
sh601869,长飞光纤,A
sh601872,招商轮船,A
sh601877,正泰电器,A
sh601878,浙商证券,A
sh601880,辽港股份,A
sh601881,中国银河,A
sh601882,海天精工,A
sh601886,江河集团,A
sh601888,中国中免,A
sh601890,亚星锚链,A
sh601898,中煤能源,A
sh601899,紫金矿业,A
sh601900,南方传媒,A
sh601901,方正证券,A
sh601908,京运通,A
sh601916,浙商银行,A
sh601918,新集能源,A
sh601919,中远海控,A
sh601921,浙版传媒,A
sh601928,凤凰传媒,A
sh601929,吉视传媒,A
sh601933,永辉超市,A
sh601939,建设银行,A
sh601949,中国出版,A
sh601952,苏垦农发,A
sh601956,东贝集团,A
sh601958,金钼股份,A
sh601963,重庆银行,A
sh601965,中国汽研,A
sh601966,玲珑轮胎,A
sh601968,宝钢包装,A
sh601969,海南矿业,A
sh601975,招商南油,A
sh601985,中国核电,A
sh601988,中国银行,A
sh601990,南京证券,A
sh601991,大唐发电,A
sh601992,金隅集团,A
sh601995,中金公司,A
sh601996,丰林集团,A
sh601997,贵阳银行,A
sh601998,中信银行,A
sh601999,出版传媒,A
sh603000,人民网,A
sh603001,奥康国际,A
sh603002,宏昌电子,A
sh603004,鼎龙科技,A
sh603005,晶方科技,A
sh603006,联明股份,A
sh603007,顺景科技,A
sh603008,ST喜临门,A
sh603009,北特科技,A
sh603010,万盛股份,A
sh603011,合锻智能,A
sh603012,创力集团,A
sh603013,亚普股份,A
sh603014,威高血净,A
sh603015,弘讯科技,A
sh603016,新宏泰,A
sh603017,中衡设计,A
sh603018,华设集团,A
sh603019,中科曙光,A
sh603020,爱普股份,A
sh603021,*ST华鹏,A
sh603022,新通联,A
sh603023,威帝股份,A
sh603025,大豪科技,A
sh603026,石大胜华,A
sh603027,千禾味业,A
sh603028,赛福天,A
sh603029,天鹅股份,A
sh603030,全筑股份,A
sh603031,安孚科技,A
sh603032,德新科技,A
sh603033,三维股份,A
sh603035,常熟汽饰,A
sh603036,如通股份,A
sh603037,凯众股份,A
sh603038,华立股份,A
sh603039,泛微网络,A
sh603040,新坐标,A
sh603041,美思德,A
sh603042,华脉科技,A
sh603043,广州酒家,A
sh603045,福达合金,A
sh603048,浙江黎明,A
sh603049,中策橡胶,A
sh603050,科林电气,A
sh603051,鹿山新材,A
sh603052,可川科技,A
sh603053,成都燃气,A
sh603055,台华新材,A
sh603057,紫燕食品,A
sh603058,永吉股份,A
sh603059,倍加洁,A
sh603060,国检集团,A
sh603061,金海通,A
sh603062,麦加芯彩,A
sh603063,禾望电气,A
sh603065,宿迁联盛,A
sh603066,XD音飞储,A
sh603067,振华股份,A
sh603068,博通集成,A
sh603069,海汽集团,A
sh603070,万控智造,A
sh603071,物产环能,A
sh603072,天和磁材,A
sh603073,彩蝶实业,A
sh603075,热威股份,A
sh603076,乐惠国际,A
sh603077,和邦生物,A
sh603078,江化微,A
sh603079,圣达生物,A
sh603080,新疆火炬,A
sh603081,大丰实业,A
sh603082,北自科技,A
sh603083,剑桥科技,A
sh603085,天成自控,A
sh603086,先达股份,A
sh603087,甘李药业,A
sh603088,宁波精达,A
sh603089,正裕工业,A
sh603090,宏盛股份,A
sh603091,众鑫股份,A
sh603092,德力佳,A
sh603093,南华期货,A
sh603095,越剑智能,A
sh603096,新经典,A
sh603097,江苏华辰,A
sh603098,森特股份,A
sh603099,长白山,A
sh603100,川仪股份,A
sh603101,汇嘉时代,A
sh603102,百合股份,A
sh603103,横店影视,A
sh603105,芯能科技,A
sh603106,恒银科技,A
sh603107,上海汽配,A
sh603108,润达医疗,A
sh603109,神驰机电,A
sh603110,东方材料,A
sh603111,康尼机电,A
sh603112,华翔股份,A
sh603113,XD金能科,A
sh603115,海星股份,A
sh603116,红蜻蜓,A
sh603117,万林物流,A
sh603118,共进股份,A
sh603119,浙江荣泰,A
sh603120,肯特催化,A
sh603121,华培动力,A
sh603122,合富中国,A
sh603123,翠微股份,A
sh603124,江南新材,A
sh603125,常青科技,A
sh603126,中材节能,A
sh603127,昭衍新药,A
sh603128,华贸物流,A
sh603129,春风动力,A
sh603130,云中马,A
sh603131,上海沪工,A
sh603132,金徽股份,A
sh603135,中重科技,A
sh603136,天目湖,A
sh603137,恒尚节能,A
sh603138,海量数据,A
sh603139,康惠股份,A
sh603150,万朗磁塑,A
sh603151,邦基科技,A
sh603153,上海建科,A
sh603155,新亚强,A
sh603156,养元饮品,A
sh603158,腾龙股份,A
sh603159,上海亚虹,A
sh603160,汇顶科技,A
sh603161,科华控股,A
sh603162,海通发展,A
sh603163,圣晖集成,A
sh603165,荣晟环保,A
sh603166,福达股份,A
sh603167,渤海轮渡,A
sh603168,莎普爱思,A
sh603169,兰石重装,A
sh603170,宝立食品,A
sh603171,税友股份,A
sh603172,XD万丰股,A
sh603173,福斯达,A
sh603175,超颖电子,A
sh603176,XD汇通集,A
sh603177,德创环保,A
sh603178,圣龙股份,A
sh603179,新泉股份,A
sh603180,金牌家居,A
sh603181,皇马科技,A
sh603182,嘉华股份,A
sh603183,建研院,A
sh603185,弘元绿能,A
sh603186,华正新材,A
sh603187,海容冷链,A
sh603188,亚邦股份,A
sh603189,*ST网达,A
sh603190,亚通精工,A
sh603191,望变电气,A
sh603192,汇得科技,A
sh603193,润本股份,A
sh603194,中力股份,A
sh603195,公牛集团,A
sh603196,璞源材料,A
sh603197,保隆科技,A
sh603198,迎驾贡酒,A
sh603199,九华旅游,A
sh603200,上海洗霸,A
sh603201,常润股份,A
sh603202,天有为,A
sh603203,快克智能,A
sh603205,健尔康,A
sh603206,嘉环科技,A
sh603207,小方制药,A
sh603208,江山欧派,A
sh603209,兴通股份,A
sh603210,泰鸿万立,A
sh603211,晋拓股份,A
sh603212,赛伍技术,A
sh603213,镇洋发展,A
sh603214,爱婴室,A
sh603215,比依股份,A
sh603216,梦天家居,A
sh603217,元利科技,A
sh603218,日月股份,A
sh603219,富佳股份,A
sh603220,中贝通信,A
sh603221,爱丽家居,A
sh603222,济民健康,A
sh603223,恒通股份,A
sh603225,新凤鸣,A
sh603226,菲林格尔,A
sh603227,雪峰科技,A
sh603228,景旺电子,A
sh603229,奥翔药业,A
sh603230,内蒙新华,A
sh603231,索宝蛋白,A
sh603232,格尔软件,A
sh603233,大参林,A
sh603235,天新药业,A
sh603236,移远通信,A
sh603237,五芳斋,A
sh603238,诺邦股份,A
sh603239,浙江仙通,A
sh603248,锡华科技,A
sh603255,鼎际得,A
sh603256,宏和科技,A
sh603257,中国瑞林,A
sh603258,电魂网络,A
sh603259,药明康德,A
sh603260,合盛硅业,A
sh603261,*ST立航,A
sh603262,技源集团,A
sh603266,天龙股份,A
sh603267,鸿远电子,A
sh603268,松发股份,A
sh603269,海鸥股份,A
sh603270,金帝股份,A
sh603271,永杰新材,A
sh603272,*ST联翔,A
sh603273,天元智能,A
sh603275,众辰科技,A
sh603276,恒兴新材,A
sh603277,银都股份,A
sh603278,大业股份,A
sh603279,景津装备,A
sh603280,南方路机,A
sh603281,江瀚新材,A
sh603282,亚光股份,A
sh603283,赛腾股份,A
sh603284,林平发展,A
sh603285,键邦股份,A
sh603286,日盈电子,A
sh603288,XD海天味,A
sh603289,泰瑞机器,A
sh603290,斯达半导,A
sh603291,联合水务,A
sh603293,埃泰克,A
sh603296,华勤技术,A
sh603297,永新光学,A
sh603298,杭叉集团,A
sh603299,苏盐井神,A
sh603300,海南华铁,A
sh603301,振德医疗,A
sh603303,得邦照明,A
sh603305,旭升集团,A
sh603306,华懋科技,A
sh603307,扬州金泉,A
sh603308,应流股份,A
sh603309,维力医疗,A
sh603310,巍华新材,A
sh603311,金海高科,A
sh603312,西典新能,A
sh603313,梦百合,A
sh603315,福鞍股份,A
sh603316,诚邦股份,A
sh603317,天味食品,A
sh603318,水发燃气,A
sh603319,美湖股份,A
sh603320,迪贝电气,A
sh603321,梅轮电梯,A
sh603322,超讯通信,A
sh603323,苏农银行,A
sh603324,盛剑科技,A
sh603325,博隆技术,A
sh603326,我乐家居,A
sh603327,福蓉科技,A
sh603328,依顿电子,A
sh603329,上海雅仕,A
sh603330,天洋新材,A
sh603331,百达精工,A
sh603332,苏州龙杰,A
sh603333,福华尚纬,A
sh603334,丰倍生物,A
sh603335,迪生力,A
sh603336,宏辉果蔬,A
sh603337,杰克科技,A
sh603338,浙江鼎力,A
sh603339,四方科技,A
sh603341,龙旗科技,A
sh603344,星德胜,A
sh603345,安井食品,A
sh603348,文灿股份,A
sh603350,安乃达,A
sh603351,威尔药业,A
sh603352,至信股份,A
sh603353,和顺石油,A
sh603355,莱克电气,A
sh603356,华菱精工,A
sh603357,设计总院,A
sh603358,华达科技,A
sh603359,*ST东珠,A
sh603360,百傲化学,A
sh603363,傲农生物,A
sh603365,水星家纺,A
sh603366,日出东方,A
sh603367,辰欣药业,A
sh603368,柳药集团,A
sh603369,今世缘,A
sh603370,华新精科,A
sh603373,安邦护卫,A
sh603375,盛景微,A
sh603376,大明电子,A
sh603377,ST东时,A
sh603378,*ST亚士,A
sh603379,三美股份,A
sh603380,易德龙,A
sh603381,永臻股份,A
sh603382,海阳科技,A
sh603383,顶点软件,A
sh603385,惠达卫浴,A
sh603386,骏亚科技,A
sh603387,基蛋生物,A
sh603389,*ST亚振,A
sh603390,通达电气,A
sh603391,力聚热能,A
sh603392,万泰生物,A
sh603393,新天然气,A
sh603395,红四方,A
sh603396,金辰股份,A
sh603398,*ST沐邦,A
sh603399,永杉锂业,A
sh603400,华之杰,A
sh603402,陕西旅游,A
sh603406,天富龙,A
sh603407,长裕集团,A
sh603408,建霖家居,A
sh603409,汇通控股,A
sh603416,信捷电气,A
sh603418,友升股份,A
sh603421,鼎信通讯,A
sh603429,*ST集友,A
sh603435,嘉德利,A
sh603439,三力制药,A
sh603444,吉比特,A
sh603456,九洲药业,A
sh603458,勘设股份,A
sh603459,红板科技,A
sh603466,风语筑,A
sh603477,巨星农牧,A
sh603486,科沃斯,A
sh603488,展鹏科技,A
sh603489,八方股份,A
sh603496,恒为科技,A
sh603499,翔港科技,A
sh603500,祥和实业,A
sh603501,豪威集团,A
sh603505,金石资源,A
sh603506,南都物业,A
sh603507,振江股份,A
sh603508,思维列控,A
sh603511,爱慕股份,A
sh603515,欧普照明,A
sh603516,淳中科技,A
sh603517,ST绝味,A
sh603518,锦泓集团,A
sh603519,立霸股份,A
sh603520,司太立,A
sh603527,众源新材,A
sh603528,多伦科技,A
sh603529,爱玛科技,A
sh603530,神马电力,A
sh603533,掌阅科技,A
sh603535,嘉诚国际,A
sh603536,惠发食品,A
sh603538,美诺华,A
sh603551,奥普科技,A
sh603556,海兴电力,A
sh603557,*ST起步,A
sh603558,健盛集团,A
sh603559,ST通脉,A
sh603565,中谷物流,A
sh603566,普莱柯,A
sh603567,珍宝岛,A
sh603568,伟明环保,A
sh603569,XD长久物,A
sh603577,汇金通,A
sh603578,三星新材,A
sh603579,荣泰健康,A
sh603580,*ST艾艾,A
sh603583,捷昌驱动,A
sh603585,苏利股份,A
sh603586,金麒麟,A
sh603587,地素时尚,A
sh603588,高能环境,A
sh603589,口子窖,A
sh603590,康辰药业,A
sh603595,ST东尼,A
sh603596,伯特利,A
sh603598,引力传媒,A
sh603599,广信股份,A
sh603600,永艺股份,A
sh603601,再升科技,A
sh603602,纵横通信,A
sh603605,珀莱雅,A
sh603606,东方电缆,A
sh603607,京华激光,A
sh603608,天创时尚,A
sh603609,禾丰股份,A
sh603610,麒盛科技,A
sh603611,诺力股份,A
sh603612,索通发展,A
sh603613,国联股份,A
sh603615,茶花股份,A
sh603616,韩建河山,A
sh603617,君禾股份,A
sh603618,杭电股份,A
sh603619,中曼石油,A
sh603626,科森科技,A
sh603628,清源股份,A
sh603629,利通电子,A
sh603630,拉芳家化,A
sh603633,徕木股份,A
sh603636,南威软件,A
sh603637,镇海股份,A
sh603638,XD艾迪精,A
sh603639,海利尔,A
sh603648,畅联股份,A
sh603650,彤程新材,A
sh603655,朗博科技,A
sh603656,泰禾智能,A
sh603657,春光科技,A
sh603658,安图生物,A
sh603659,璞泰来,A
sh603660,苏州科达,A
sh603661,恒林股份,A
sh603662,柯力传感,A
sh603663,三祥新材,A
sh603665,康隆达,A
sh603666,亿嘉和,A
sh603667,五洲新春,A
sh603668,天马科技,A
sh603669,灵康药业,A
sh603676,卫信康,A
sh603677,奇精机械,A
sh603678,火炬电子,A
sh603679,华体科技,A
sh603680,今创集团,A
sh603681,永冠新材,A
sh603682,锦和商管,A
sh603683,晶华新材,A
sh603685,晨丰科技,A
sh603686,福龙马,A
sh603687,大胜达,A
sh603688,石英股份,A
sh603689,皖天然气,A
sh603690,至纯科技,A
sh603693,江苏新能,A
sh603696,安记食品,A
sh603697,有友食品,A
sh603698,航天工程,A
sh603699,纽威股份,A
sh603700,宁水集团,A
sh603701,德宏股份,A
sh603703,盛洋科技,A
sh603706,东方环宇,A
sh603707,健友股份,A
sh603708,家家悦,A
sh603709,中源家居,A
sh603711,香飘飘,A
sh603712,七一二,A
sh603713,密尔克卫,A
sh603716,塞力医疗,A
sh603717,天域生物,A
sh603718,*ST海利,A
sh603719,良品铺子,A
sh603721,中广天择,A
sh603722,阿科力,A
sh603725,天安新材,A
sh603726,朗迪集团,A
sh603727,博迈科,A
sh603728,鸣志电器,A
sh603729,ST龙韵,A
sh603730,岱美股份,A
sh603733,仙鹤股份,A
sh603737,三棵树,A
sh603738,泰晶科技,A
sh603739,蔚蓝生物,A
sh603755,日辰股份,A
sh603757,大元泵业,A
sh603758,秦安股份,A
sh603759,海天股份,A
sh603766,隆鑫通用,A
sh603767,中马传动,A
sh603768,常青股份,A
sh603773,沃格光电,A
sh603776,永安行,A
sh603777,来伊份,A
sh603778,国晟科技,A
sh603779,威龙股份,A
sh603786,科博达,A
sh603787,新日股份,A
sh603788,宁波高发,A
sh603789,ST星农,A
sh603790,雅运股份,A
sh603797,联泰环保,A
sh603798,康普顿,A
sh603799,华友钴业,A
sh603800,洪田股份,A
sh603801,志邦家居,A
sh603803,瑞斯康达,A
sh603806,福斯特,A
sh603808,歌力思,A
sh603809,豪能股份,A
sh603810,丰山集团,A
sh603811,诚意药业,A
sh603813,*ST原尚,A
sh603815,交建股份,A
sh603816,顾家家居,A
sh603817,海峡环保,A
sh603818,曲美家居,A
sh603819,神力股份,A
sh603822,ST嘉澳,A
sh603823,百合花,A
sh603825,ST华扬,A
sh603826,坤彩科技,A
sh603828,*ST利达,A
sh603829,洛凯股份,A
sh603833,欧派家居,A
sh603836,海程邦达,A
sh603838,*ST四通,A
sh603839,安正时尚,A
sh603843,*ST正平,A
sh603848,好太太,A
sh603855,华荣股份,A
sh603856,东宏股份,A
sh603858,步长制药,A
sh603859,能科科技,A
sh603860,中公高科,A
sh603861,白云电器,A
sh603863,松炀资源,A
sh603866,桃李面包,A
sh603867,新化股份,A
sh603868,飞科电器,A
sh603869,ST智知,A
sh603871,嘉友国际,A
sh603876,鼎胜新材,A
sh603877,太平鸟,A
sh603878,武进不锈,A
sh603879,永悦科技,A
sh603880,南卫股份,A
sh603881,数据港,A
sh603882,金域医学,A
sh603883,老百姓,A
sh603885,吉祥航空,A
sh603886,元祖股份,A
sh603887,城地香江,A
sh603888,新华网,A
sh603889,新澳股份,A
sh603890,春秋电子,A
sh603893,瑞芯微,A
sh603895,天永智能,A
sh603896,寿仙谷,A
sh603897,长城科技,A
sh603898,好莱客,A
sh603899,晨光股份,A
sh603900,莱绅通灵,A
sh603901,永创智能,A
sh603903,中持股份,A
sh603906,龙蟠科技,A
sh603908,牧高笛,A
sh603909,建发合诚,A
sh603912,佳力图,A
sh603915,国茂股份,A
sh603916,苏博特,A
sh603917,合力科技,A
sh603918,金桥信息,A
sh603919,金徽酒,A
sh603920,世运电路,A
sh603922,ST金鸿顺,A
sh603926,铁流股份,A
sh603927,中科软,A
sh603928,兴业股份,A
sh603929,亚翔集成,A
sh603931,格林达,A
sh603933,睿能科技,A
sh603936,XD博敏电,A
sh603937,丽岛新材,A
sh603938,三孚股份,A
sh603939,益丰药房,A
sh603948,建业股份,A
sh603949,雪龙集团,A
sh603950,长源东谷,A
sh603955,大千生态,A
sh603956,威派格,A
sh603958,哈森股份,A
sh603959,ST百利,A
sh603960,克来机电,A
sh603966,法兰泰克,A
sh603967,中创物流,A
sh603968,醋化股份,A
sh603969,银龙股份,A
sh603970,中农立华,A
sh603976,正川股份,A
sh603977,国泰集团,A
sh603978,深圳新星,A
sh603979,金诚信,A
sh603980,吉华集团,A
sh603982,泉峰汽车,A
sh603983,丸美生物,A
sh603985,恒润股份,A
sh603986,兆易创新,A
sh603987,康德莱,A
sh603988,中电电机,A
sh603989,艾华集团,A
sh603990,麦迪科技,A
sh603991,领先股份,A
sh603992,松霖科技,A
sh603993,洛阳钼业,A
sh603995,甬金股份,A
sh603997,继峰股份,A
sh603998,方盛制药,A
sh603999,读者传媒,A
